標題,評論內容,評論時間
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 錯重點，還到處po出征，可悲,101.10.111.242 08/07 22:51
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 柯糞就無所事事 時間很多網路狂喜,61.223.162.155 08/07 22:51
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 流量高又如何? 笑話一場而已,61.223.162.155 08/07 22:51
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 難得好文阿,36.236.247.54 08/07 22:54
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 能對這個廢物TMD解析那麼長也是辛苦了,180.217.212.224 08/07 22:54
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 可以說出大家都帶吐司的分析，當然只能,1.168.162.27 08/07 22:56
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 拜讀了,1.168.162.27 08/07 22:56
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 確實 在外人看不可思議的行為 在他們的角,101.10.45.148 08/07 22:57
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 度很合理 於是會質疑我們為什麼要質疑 雙,101.10.45.148 08/07 22:57
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 方根本不在同一條線上,101.10.45.148 08/07 22:57
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 怎麼辦 我都聽到阿姨的聲音了,42.75.77.211 08/07 22:58
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 好精闢的分析,114.44.106.65 08/07 22:58
Re: [討論] 客觀來說，柯的姐妹會又失焦了,:,https://reurl.cc/LAOX0e
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 我看這篇的時候腦中響起了阿姨的四川口音,106.64.168.247 08/07 23:00
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 這篇只有人才能看懂，狗太監是看不,203.204.20.115 08/07 23:00
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 懂的,203.204.20.115 08/07 23:00
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 信徒看到有異教徒更理解阿北 就渾身不舒,223.141.196.55 08/07 23:02
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 服XD,223.141.196.55 08/07 23:02
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 確實，柯粉連716到現場都寧願在樹蔭下納,42.77.43.29 08/07 23:03
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 涼，看戰友在太陽下吶喊了,42.77.43.29 08/07 23:03
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 你如果不用宗教的角度 真的會很難理解柯黨,101.10.45.148 08/07 23:05
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 跟支持者到底在幹嘛,101.10.45.148 08/07 23:05
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 百年難得一見優文,1.200.36.20 08/07 23:07
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 你才是真柯粉吧 這麼懂阿北,1.175.10.206 08/07 23:09
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 柯糞就是白粉吸太多的產物,39.14.16.73 08/07 23:10
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推阿姨,182.234.234.58 08/07 23:16
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,42.74.78.97 08/07 23:16
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 吳子嘉早就開罵 下場就是綠營wingman,36.227.157.121 08/07 23:17
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 這篇才比較像宗教,1.173.113.111 08/07 23:17
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 超精闢，推一個,223.137.57.84 08/07 23:22
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,223.139.228.168 08/07 23:22
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: CF信徒不都來亂吠兩聲就逃離現場了嗎,123.205.228.182 08/07 23:23
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 11,114.36.244.47 08/07 23:40
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 大實話 推,42.72.182.243 08/07 23:44
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 辦廟會就說辦廟會，不要扯姐妹會啊，像,118.160.94.80 08/07 23:45
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 演唱會一樣不是沒什麼人理就結束了嗎,118.160.94.80 08/07 23:45
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 佛跳牆爆炸是不允許的 XD,116.59.133.119 08/07 23:52
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 科學家是你？,36.238.190.66 08/07 23:56
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 綠蟑造謠、綠共造孽啊,61.231.229.192 08/07 23:58
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 幕僚真有料，當初就不會一直辦雙塔,42.77.148.86 08/07 23:59
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 了吧,42.77.148.86 08/07 23:59
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 精闢,42.75.183.178 08/08 00:01
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 這個價值結構跟原本正版的台灣民眾,223.137.164.225 08/08 00:06
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 黨差太遠了,223.137.164.225 08/08 00:06
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 這篇厲害了 你還真懂柯粉結構 XDDDDDD,111.251.179.95 08/08 00:11
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 真·柯學家,61.70.145.136 08/08 00:12
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 東海大學畢業的果然不同凡響，大推！,42.79.248.196 08/08 00:15
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 分析得有夠好，但他們看不懂啦XD,118.161.14.240 08/08 00:16
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 正解 TMD就是盤只能吃柯個人魅力的散沙,61.228.221.220 08/08 00:18
Re: [討論] 客觀來說，柯的姐妹會又失焦了,:  決策圈跟幕僚圈對於公關問題的應對處,61.228.221.220 08/08 00:18
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 理真的很差 遲早會走上親民黨的後路,61.228.221.220 08/08 00:18
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 哥布林:說你宗教就宗教 大家快鍘他,42.72.184.44 08/08 00:18
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 不過樓上說的也對,42.72.184.44 08/08 00:19
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 笑死,114.40.132.116 08/08 00:19
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 真楓_粉，佩服,36.238.113.124 08/08 00:30
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: *柯粉,36.238.113.124 08/08 00:30
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 噁心，通篇支語，紅共綠共本一家,36.232.225.68 08/08 00:34
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 雖然分析得很透徹，不過還是要說一句你,111.254.96.239 08/08 00:46
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 不能拿民主政治來看柯粉的宗教信仰。,111.254.96.239 08/08 00:46
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 好文,111.248.71.110 08/08 00:48
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 哈哈說得太好了，就是在等您的評論。,219.85.92.96 08/08 00:52
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 好文推,111.241.172.174 08/08 00:53
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 塔綠班也一樣啊,118.166.93.170 08/08 00:55
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 有料的柯學家 推一個,111.81.192.146 08/08 00:57
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 操你他媽的太監集團,42.76.191.97 08/08 00:59
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: U文,150.116.84.10 08/08 01:10
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 一篇文章裡面梗太多,223.136.145.38 08/08 01:29
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 柯還在自以為是以前呼風喚雨的素人嗎？,125.230.169.158 08/08 02:33
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 明年見真章啦哈哈哈,125.230.169.158 08/08 02:33
Re: [討論] 客觀來說，柯的姐妹會又失焦了,:,https://youtu.be/gg5V051Zpmk
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 不滿意就表決到滿意為止 這才是真皇帝,175.182.26.244 08/08 02:42
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推 政黑阿姨 好文,36.234.43.195 08/08 02:43
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 政黑阿姨 你以前學的比較像阿姨這篇有,101.9.237.179 08/08 03:00
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 失水準,101.9.237.179 08/08 03:00
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 重點是啥,61.223.200.218 08/08 03:05
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 外人看起來無法理解的行為 同樣的也有,101.9.237.179 08/08 03:05
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 支那戰狼外交官 因為行為是對內負責 而,101.9.237.179 08/08 03:05
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 不是對外 TMD有中共本質上那種感覺了,101.9.237.179 08/08 03:05
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 好文啊,37.4.250.254 08/08 03:44
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 優質好文,61.231.149.143 08/08 03:51
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 好文,203.204.163.90 08/08 03:53
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,118.231.134.89 08/08 04:04
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,92.24.196.248 08/08 04:11
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 認真文 推,27.242.100.241 08/08 04:52
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,1.171.53.41 08/08 04:57
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 你是不是在太監堆裡待過,1.200.59.199 08/08 05:58
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: ？,223.136.243.150 08/08 06:15
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 來喔 要出征的這邊走,1.163.112.9 08/08 07:03
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 你真的是首席柯學家,118.160.128.198 08/08 07:38
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 政黑阿姨,42.79.159.229 08/08 07:52
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,61.227.10.179 08/08 08:24
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 柯糞被噹到失語症了嗎這篇下面怎麼,223.137.164.225 08/08 09:15
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 還沒噓到X,223.137.164.225 08/08 09:15
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 啊這篇就沒有刻意學阿姨的口吻啊，也沒,114.136.236.140 08/08 09:24
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 有直接用過阿姨曾經說過的比喻（上次的,114.136.236.140 08/08 09:24
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 大學生烤肉是阿姨講過一樣的類比），當,114.136.236.140 08/08 09:24
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 然姨味沒那麼重,114.136.236.140 08/08 09:24
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 幫推，這文太奇耙，不能只有我看到,106.104.151.214 08/08 09:29
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 又是你 政黑阿姨,114.140.72.175 08/08 09:34
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 優文,42.77.246.93 08/08 10:02
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 寫很多但蠻廢話的 哈哈哈,49.216.161.195 08/08 10:05
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 政黑阿姨必須推一個,114.39.186.43 08/08 10:32
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 有料 但就像你說的 柯粉政治判斷力低,111.82.192.237 08/08 10:46
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 下 所以只會來崩潰噓而已,111.82.192.237 08/08 10:46
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 精準,101.9.199.184 08/08 11:35
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 以前國民黨罵陳水扁是童子軍治國，,101.9.199.184 08/08 11:36
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 但童子軍這個名號顯然民眾黨貼切太,101.9.199.184 08/08 11:36
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 多,101.9.199.184 08/08 11:36
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 沒有gg，應該是太監軍治國吧,223.137.164.225 08/08 12:19
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推政黑阿姨,114.32.93.159 08/08 13:46
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 好文，等政黑阿姨好久了。,42.79.199.149 08/08 14:03
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,1.175.73.44 08/08 14:27
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推精闢分析,111.71.218.5 08/08 14:40
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,111.71.72.81 08/08 18:43
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 柯粉柯黑程度差真多,42.77.212.147 08/08 19:54
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 4%真的悲哀 被師傅當狗跟太監 還要瞎挺,123.192.231.54 08/09 20:34
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 沒看過麼弱智的族群,123.192.231.54 08/09 20:34
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 1,42.77.82.36 08/11 01:05
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推優質分析文,223.141.12.203 08/11 15:17
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 有料推,101.10.1.7 08/13 17:03
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推,211.75.88.126 08/14 11:08
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 有料,223.139.164.131 08/21 09:22
Re: [討論] 客觀來說，柯的姐妹會又失焦了,: 推分析,220.133.25.178 09/01 09:22
[公告] sariel0322 14天 突然好想你,: 突然鋒利的回憶,223.138.26.52 07/31 15:27
[公告] sariel0322 14天 突然好想你,: 1F帥哥,1.164.25.5 07/31 15:29
[公告] sariel0322 14天 突然好想你,: 前兩樓都是超級大帥哥,223.137.152.2 07/31 15:32
[公告] sariel0322 14天 突然好想你,: 謝謝 樓上大師哥,1.164.25.5 07/31 15:49
[公告] mitsui0309 2-5J 那你就水桶而已啊==,: NO,1.164.25.5 07/31 15:30
[公告] mitsui0309 2-5J 那你就水桶而已啊==,: 老哥 用雅虎新聞的你要處理ㄇ,1.164.25.5 07/31 15:32
[公告] mitsui0309 2-5J 那你就水桶而已啊==,: 笑死，這條板規還真沒注意到,223.137.152.2 07/31 15:33
[公告] TWTP2018 3-1 35天,: 哥布林屠殺日,123.52.213.233 07/31 17:35
[公告] TWTP2018 3-1 35天,: 我都罵426 nmsl 中國IP不能檢舉 哭哭喔!,1.162.224.245 07/31 17:36
[公告] TWTP2018 3-1 35天,: 中國ip有不能檢舉嗎？,36.226.168.149 07/31 17:44
[公告] TWTP2018 3-1 35天,: 2樓的腦袋在自己家2億房子裏到處晃，很少,123.52.213.233 07/31 17:47
[公告] TWTP2018 3-1 35天,: 能正確找到自己的位置，畢竟房子大，要,123.52.213.233 07/31 17:47
[公告] TWTP2018 3-1 35天,: 理解XD,123.52.213.233 07/31 17:47
[公告] TWTP2018 3-1 35天,: 終於,1.200.1.155 07/31 19:08
[公告] TWTP2018 3-1 35天,: 戒嚴了,61.228.83.186 07/31 20:37
[公告] TWTP2018 3-1 35天,:,https://i.imgur.com/fyON4H7.png
[公告] chliu6686 3-1 35天,: 我要看到血流成河？,223.137.152.2 07/31 17:37
[公告] meredith001 21天 就覺得今天很常看到你,: 今天哥布林有點論述力的陣亡1/3,123.52.213.233 07/31 21:25
[公告] meredith001 21天 就覺得今天很常看到你,: 一直覺得 偏政府的 被桶的特別快,223.137.146.151 07/31 21:26
[公告] meredith001 21天 就覺得今天很常看到你,: 綠粉被畜牧業擊墬,114.42.84.15 07/31 21:26
[公告] meredith001 21天 就覺得今天很常看到你,: 不是才剛被放出來嗎,101.12.48.25 07/31 21:27
[公告] meredith001 21天 就覺得今天很常看到你,: 自己承認？ 那 行政不中立… 該下台了,223.137.146.151 07/31 21:29
[公告] meredith001 21天 就覺得今天很常看到你,: 吧,223.137.146.151 07/31 21:29
[公告] meredith001 21天 就覺得今天很常看到你,: 柯黑,223.139.82.120 07/31 21:29
[公告] meredith001 21天 就覺得今天很常看到你,: 不能怪版主，只怪為黨洗掉81億這個任務太,123.52.213.233 07/31 21:31
[公告] meredith001 21天 就覺得今天很常看到你,: 沉重,123.52.213.233 07/31 21:31
[公告] meredith001 21天 就覺得今天很常看到你,: 護主心切的，錢拿得多的都拼命了XD,123.52.213.233 07/31 21:31
[公告] meredith001 21天 就覺得今天很常看到你,: 沒有民眾黨的新料了,223.139.82.120 07/31 21:32
[公告] meredith001 21天 就覺得今天很常看到你,: 今天綠粉異常活躍啊，dcard也是，早上d,27.242.167.15 07/31 21:32
[公告] meredith001 21天 就覺得今天很常看到你,: card就有個高科大仔和其他挺綠卡稱們“,27.242.167.15 07/31 21:32
[公告] meredith001 21天 就覺得今天很常看到你,: 同時”發布vote white，vote right的所,27.242.167.15 07/31 21:32
[公告] meredith001 21天 就覺得今天很常看到你,: 有柯黑報導,27.242.167.15 07/31 21:32
[公告] meredith001 21天 就覺得今天很常看到你,: QQ,223.139.82.120 07/31 21:33
[公告] meredith001 21天 就覺得今天很常看到你,: 好慘,223.137.152.2 07/31 21:33
[公告] meredith001 21天 就覺得今天很常看到你,: 還一次發到低卡所有板塊，協調行為都不,27.242.167.15 07/31 21:33
